50,I am a big fan of the Seattle Seahawks. They are an American professional football team based in Washington D.C.
51,"That's cool.  I don't know much about the NFL, but I do know that Seattle is the most populous city in the state of Washington."
52,I didn't know that.  Do you think they will win the Super Bowl this year?
53,"I like all kinds of music, but my favorite band is the Beatles. What about you?"
54,"I work in a call center. It's not the most exciting job, but it pays the bills."
55,That sounds like a good job to have. Do you get to listen to music while you work?
56,I do! It's a great way to pass the time. What kind of music do you like?
57,"I like a lot of different kinds of music, but my favorite is country. What about you?"
58,"No, I don't. I wish I did, though. I would love to learn another language."
59,That's too bad. Do you play any musical instruments? I play the violin.
60,"I do not play any instruments, but I would like to learn how to play the piano."
61,"Wow, I didn't know that. I know he was born and raised in Flint, Michigan."
62,I love to make curry. It's one of the most popular cuisines in the world.
63,I love curry! I make it at home all the time. Do you have a favorite curry recipe?
64,"I like to make Tikka Masala, it's a traditional Indian dish."
65,"I've never heard of that, what is it? I love Indian food, especially Thai food."
66,"No, I don't play many video games these days.  What kind of games do you like to play?"
67,I like to spend time with my family and friends. I also like to play video games. What about you?
68,I like to spend time with my family and play video games with them. What about you?
69,That's too bad. Do you have any hobbies to keep you busy during the week?
70,I watch a lot of Scooby-Doo. It's one of my favorite shows. What about you?
71,I love scooby doo! I watch it all the time. My favorite character is Shaggy.
72,That's a good one. I also like Velma. She's my favorite character.
73,"Yeah, she's pretty cool. I like that she's not afraid of vampires."
74,I like to play video games.  What about you?  What do you like to do?
75,I'll have to check it out. Do you have a favorite board game you like to play?
76,"I don't really have a favorite, but I do know that punk rock has roots in blues rock and psychedelic rock."
77,I really like Green Day. They are an American rock band formed in 1986.
78,Green Day is one of my favorite bands. They were formed by American singer and songwriter Bill Wyman.
79,"I really like them too. They formed the band in Dallas, Texas."
80,I like them because they have a unique sound. They incorporate many different styles of music into their music.
81,They really are. They were formed in 1985 by two brothers and one sister.
82,His name is Dexter.  He is a rescue dog.  I got him from a shelter.
83,I like to play video games. What about you? What kind of hobbies do you have?
84,Video games are a lot of fun. I like to spend time with my family.
85,"I don't have any right now, but I used to have a cat when I was younger."
86,That's a good way to look at it. What do you like to do for fun?
87,"I like to play video games and go to the movies. What about you, do you have any hobbies?"
88,Video games are a lot of fun. I like to watch movies and listen to music.
89,That's cool. What kind of music do you listen to? I like rock and roll.
90,"I like all kinds of music, but my favorite genre is rock. What's your favorite band?"
91,My favorite band is Led Zeppelin. They were formed in 1962.
92,I've never heard of them. I'll have to look them up. My favorite is the Beatles.
93,"I love Italian food, especially pasta. What's your favorite food in the world?"
94,I love italian as well. I would have to say my favorite food is pizza. What about you?
95,"I have never had that, but I have heard of it. What is it made of?"
96,"Oh wow, that sounds really good. I think I will have to try it sometime."
97,"Video games are fun, I enjoy playing them as well. I also like to read."
98,I love to read too! What is your favorite genre of books? Mine is fantasy.
99,"I like fantasy as well, but my favorite is sci fi. What about you?"
100,I have read a few of his. My favorite is probably The Shining. What is yours?
101,Pop punk is a genre of rock music that originated in the United States in the late 1980s.
102,"Oh, I see. Do you have a favorite band? Mine is The Story So Far."
103,"I love the story so far. They are an American rock band formed in Los Angeles, California."
104,"Yeah, they're pretty good. I like how they incorporate pop elements into their music."
105,"Oh wow, I didn't know that. I'll have to check them out sometime."
106,You definitely should. They are one of the most influential bands of the 2000s.
107,"Yes, it lies between violet and green on the spectrum of visible light."
108,The sky and sea appear blue because of an optical effect known as Rayleigh scattering.
109,I live near a lake and a river. I love swimming in the lake.
110,That must be nice. I would love to live near the ocean or lake.
111,It is very nice. We have a lot of lakes and rivers in our area.
112,"That's great. Do you ever go fishing? I love fishing, it's so relaxing."
113,"I have never been fishing before, but I would like to try it someday."
114,"It's very relaxing, you should give it a try sometime. What do you like to do in your spare time?"
115,I like to play video games and listen to music. What about you? Do you have any hobbies?
116,"I like to go fishing, it's a great way to spend time with friends and family. What kind of music do you listen to?"
117,Rock music is a great genre. It has roots in blues rock and psychedelic rock.
118,"Yes, I agree. Rock music has been around since the late 1960s and early 1970s."
119,I love rock music. It originated in the United States in the 1960's and 1970's.
120,"Yes, rock music is very popular in the U.S. as well as the UK, Australia, and New Zealand."
121,"Yes, it does. It was developed in the late 1960s and early 1970s."
122,"Yes, they are. They were formed in Liverpool, England in 1960."
123,I like to play video games.  What about you?  What do you like to do?
124,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
125,Outdoor activities are fun.  I enjoy hiking and camping as well.
126,Camping is a lot of fun. Do you have a favorite place to go camping?
127,I love camping in the mountains.  It's so peaceful.  What about you?
128,I love hiking! It's one of my favorite things to do in the summer.
129,"Yes, I love to play video games. What about you? What are your hobbies?"
130,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
131,I love hiking and camping as well. What is your favorite outdoor activity?
132,"Outdoor activities like hiking, camping, and fishing are my favorites."
133,Have you ever been camping? It is a great way to get away from the city.
134,"I have never been, but I would love to go camping in the wilderness."
135,I am a teacher as well.  I love it.  What grade do you want to teach?
136,"I'm still in high school, so I don't have a job yet. What grade do you want to teach?"
137,I would like to teach kindergarten.  How long have you been a teacher?
138,I like to play video games.  What about you?  Do you have any hobbies?
139,"That sounds like a lot of fun.  I've never been surfing, but I'd love to try it someday."
140,"Oh, I'm sorry to hear that. I hope you're doing okay. Do you know what caused it?"
141,I have no idea. It was a sudden heart attack in my sleep. I was so scared.
142,"Oh no, I'm so sorry to hear that. I hope you're feeling better now."
143,"I am feeling a lot better now, thank you for your concern. I was so scared."
144,"Yes, I am going to the beach with my family. I am so looking forward to it."
145,"I'm going to Panama City Beach, Florida. I've never been there before."
146,"Yes, it will be my first time there. I'm really looking forward to it."
147,That sounds like a lot of fun.  Have you ever been to a beach like that before?
148,"No, I've never been to the beach before. I can't wait to go!"
149,That's good to know. I'll have to check it out one day. What else do you like to do in your spare time?
150,"No, I don't play many video games. I'm more of a reader than a gamer."
151,I love to read as well. What is your favorite genre? Mine is science fiction.
152,I like to play video games with my friends. It's a lot of fun. What about you?
153,"Yes, I like to play video games. What about you? What are you studying?"
154,I enjoy playing video games as well. I'm currently studying to be a nurse.
155,It's a rock band. They were formed in Liverpool in 1962.
156,I'll have to look them up. I'm always looking for new music to listen to.
157,"They are pretty good. They are an English rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr."
158,"Oh wow, I didn't know that. Do you have a favorite song of theirs?"
159,"I really like the song ""Love Me Do"". It was released in 1962."
160,I'll have to check it out. I'm a big fan of the Beatles. They were formed in Liverpool in 1960.
161,They really are. They have sold over 70 million records worldwide. That's a lot of money.
162,"Do you have any pets? I have a dog, he's a beagle."
163,"I do not, but I would love to get a dog. I hear they are great companions."
164,"Yes, they are. They're great for companionship and they can be trained to hunt vermin."
165,That sounds like a lot of fun. Do you ever take them to the beach?
166,"No, I don't live near a beach. I live in a rural area."
167,"Yeah, I wish I could go more often, but it's hard to get away from work."
168,I love them. They are so cool. I wish I could see one in person.
169,"I would love to see a gecko or a lizard in person, but they scare the crap out of me."
170,Geckos scare me too. I think it would be cool to have one as a pet.
171,"I know they can live to be 20 years old, but that seems like a long time to me."
172,I love it too! It's the best time of the year. It's so peaceful.
173,It really is. It's one of my favorite things to do in the mornings before I go to work.
174,I had a labrador retriever. He was the best dog ever.
175,I love Labradors! I had one growing up and he was a great dog.
176,I'm a big fan of first person shooters. Do you play on PC or console?
177,Thank you so much! I can't wait to see her face when I get the ring.
178,I don't have any pets at the moment. I used to have a cat though.
179,"They can be, but it's worth it in the end. What do you like to do for fun?"
180,"Thank you. He did have a good life. He lived a long, happy life."
181,I think I will. I just need to get over my shyness and get over it.
182,"Thank you very much, I appreciate it. I know I can do it, I just have to keep my head up."
183,I love parrots! I have a cockatoo myself. What kind of bird do you have?
184,I can't wait to have kids of my own. What do you like to do for fun?
185,I like to take them to the park and play with their toys. What about you?
186,I like to play with toys too. I also like to go to the beach.
187,That sounds like a lot of fun. I wish I had a beach house. Do you live near one?
188,"No, I live in a rural area. The closest beach to me is about an hour away."
189,That's not too bad. I live near a lake so I can go fishing.
190,I love fishing! It's one of my favorite things to do on the weekends.
191,"I like sci-fi as well, but I also like fantasy and mystery."
192,Science fiction is one of my favorites as well! Do you have a favorite author?
193,"I don't have a specific favorite author, but my favorite book of his is The Shining. Have you read it?"
194,"I have not read that one, but I have seen the movie. It was pretty good."
195,I will have to check it out. I have read a lot of Stephen King books.
196,I work in a steakhouse.  I love it.  What do you do for fun?
197,I like to play video games and listen to music. Do you have any favorite bands?
198,My favorite band is Led Zeppelin.  They were formed in 1962.
199,That's cool. I like them too. My favorite song of theirs is Stairway to Heaven.
200,I like that song too.  It was written by Robert Plant and Jimi Hendrix.
201,That's right. He was a great guitarist and songwriter. What's your favorite song by them?
202,I don't really have a favorite song.  I like all of them.  What about you?
203,I love knitting! I've been doing it since I was a little girl.
204,Knitting is so relaxing to me. It's a great way to unwind after a long day of work.
205,"I've never tried knitting, but it seems like it would be a lot of fun."
206,I love a good scary movie. What is your favorite horror movie that you have seen recently?
207,"I don't really have a favorite, I like them all. What's your favorite movie?"
208,My favorite movie of all time is The Shining. Have you seen it? It is a classic.
209,"I haven't seen it, but I've heard a lot about it. Is it scary?"
210,"Yes, it is very scary. It is based on the Stephen King novel of the same name."
211,I'll have to check it out. I love horror movies. Do you have a favorite?
212,"I have heard of that one. It was released on October 26, 2006."
213,That's cool. What kind of games do you play? I'm a big fan of RPGs.
214,I like action and adventure games the most. I also like role playing games like Dungeons and Dragons.
215,"I've never played D&D, but I've heard a lot about it. Is it a role-playing game?"
216,That sounds like a lot of fun. I'll have to give it a try sometime.
217,"I like to play soccer, but I'm not very good at it. Do you have a favorite team?"
218,I've never heard of them. Do they play in the Pacific Northwest?
219,"Yes, they are based out of Seattle, Washington. They were founded in 1962."
220,"I'll have to look them up. I'm a big soccer fan, so I'm always interested in new teams."
221,"Oh wow, I didn't realize they were that old. They've been around a while."
222,I like to play video games. What about you? What kind of hobbies do you have?
223,"Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
224,I love hiking and camping as well. What is your favorite outdoor activity?
225,"Outdoor activities like hiking, camping, and fishing are my favorites."
226,Have you ever been camping? It is a great way to get away from the city.
227,"I have never been, but I would love to go camping in the wilderness."
228,I have an Australian Shepherd and a Border Collie. I love poodles!
229,I love border collies! They are so smart and trainable. Do you have any hobbies?
230,I do! I like to go to the dog park and play with the dogs. What about you?
231,"I love the outdoors, especially hiking and camping. I also like to read."
232,"I like hiking too, especially in the mountains. What kind of books do you like?"
233,I like science fiction and fantasy novels. Do you have any favorite authors?
234,"I don't really have a favorite author, but I do read a lot of non-fiction."
235,I'm making a pecan pie. It's my favorite. What's your favorite pie?
236,I've never heard of that. I'll have to try it next time I make one.
237,"It is really good. It is made with pecans, eggs, butter, and sugar."
238,"I love pecan pie, it's one of my favorite desserts."
239,I love it too! It is one of the most popular pies in the United States.
240,"I know! It's so good, and it's so versatile. It can be sweetened with sugar, brown sugar, maple syrup, or even honey!"
241,"Yes, it can be made with a variety of sweeteners like honey, vanilla, and even cinnamon."
242,I'm glad I could help. I hope everything works out for you in the long run.
243,"Thank you so much, that means a lot to me. I really appreciate your kind words."
244,Have you tried talking to him about it? Maybe he just needs some time to figure it out.
245,I'm sure he'll forgive you. Just make sure you don't do it again.
246,I'm a graphic designer. It's a lot of fun. What kind of drawings do you like to do?
247,I love to draw landscapes and architecture. Do you have any hobbies?
248,I do! I love going to art museums and visiting art galleries. What about you?
249,It really is! It's been around since 1854 and is the oldest in the world!
250,I like a lot of different types of music as well. What is your favorite genre?
251,"I listen to a little bit of everything, but my favorite would have to be hip hop."
252,I really like Led Zeppelin and Black Sabbath. What about you?
253,I like a lot of different kinds of music. My favorite band is the Red Hot Chili Peppers.
254,I have heard of them. They are an American rock band formed in Los Angeles in 1983.
255,I know how you feel.  I've done that before.  Did you get a ticket?
256,"I love them too! They were formed in 1981 in Los Angeles, California."
257,That's awesome! I didn't know that. Do you have a favorite song by them?
258,"I'll have to check it out. I know they have a lot of hits, but I don't know which one is my favorite."
259,That's a good one. I think I like that one better than the one that came out in 2009.
260,"I agree, I think it was their best album. It was released in 2010."
261,"Yeah, it was a great album. I liked it a lot more than I thought it would be."
262,That's very noble of you.  How long have you been a volunteer?
263,"That's good to hear. I don't have any phobias, but I'm terrified of spiders."
264,"Spiders are pretty scary. I'm not afraid of them, but they creep me out."
265,That's a big spider! I'm terrified of them. I don't like spiders at all.
266,"I love all of his songs, but my favorite song of his is ""Baby One More Time"""
267,"I like that one too. I also really like his song ""Radioactive"""
268,"I didn't know that! I know he was born in 1985, so he's been around for a while."
269,"Yes, he has been around a long time. He released his debut studio album in 1997."
270,"He is very talented. He was born and raised in Honolulu, Hawaii."
271,I am a teacher.  I love my job.  How long have you been a stay-at-home mom?
272,I have been a SAHM for about 5 years now. I love it. What do you teach?
273,"I teach high school math.  It's a lot of work, but it's rewarding."
274,I bet it is. I am sure you are a great teacher. Do you have any hobbies?
275,I do!  I love to cook and bake.  I also like to volunteer at the animal shelter.  What about you?
276,"I am not much of a baker, but I do like to cook. I like to bake cakes and cookies."
277,What kind of cookies do you like to make?  Do you bake for a living?
278,"I like making chocolate chip cookies the best. I do not bake professionally, I just do it for fun."
279,That's awesome! What kind of music do you play? Do you have a band or do you just play for fun?
280,"I play acoustic guitar. I don't play in a band, just for fun. Do you play any instruments?"
281,"I used to play the piano when I was younger, but I haven't picked it up in a while."
282,I do not play any musical instruments. I wish I could play an instrument though.
283,I live in the southern part of the united states. It is hot and humid here.
284,"I live in Georgia, so I know what you mean about the humidity."
285,"I've never been to the southeastern United States, but I've always wanted to go."
286,"I would love to visit Atlanta, the capital of Georgia. Have you ever been?"
287,"I have heard that it is the cultural, financial, and media capital of the United States."
288,"Me too! I like to top it with vegetables, meats, and condiments."
289,Vegetables and meats are great on pizza. What do you like on your pizza?
290,"I like pepperoni, sausage, and mushrooms on mine."
291,"That sounds really good. I like to add vegetables, meats, and condiments to my pizza."
292,Me too! I also like vegetables and meats like peppers and onions.
293,"I like it with pepperoni, sausage, and mushrooms."
294,I feel like my life is going to fall apart and I'm not sure what I'm going to do.
295,"Thank you, I try my best to be the best person I can be for others."
296,That's a good trait to have. I'm sure you'll be a great person someday.
297,You too! Thanks for chatting with me. It was nice talking to you. Have a good day!
298,You too! Have a great rest of your day. I love talking to people like you.
299,"Thank you, I appreciate it. I'll try to contact the repair shop and see what they can do."
300,You're welcome.  I hope everything works out for you.  Keep your chin up!
301,That's the spirit!  I'm sure you'll be fine.  It's just a matter of time.
302,"That's all that matters, right? Do you have any other hobbies besides dancing?"
303,I'm not sure yet. I'm still deciding. Do you have any hobbies?
304,I like to spend time with my family. We have a lot of fun together. How about you?
305,I love spending time with family as well. I spend most of my free time with them.
306,You're welcome. I hope you enjoy it. What are you going to do while you're there?
307,I'm going to try to catch up on some TV shows I haven't seen in a while.
308,That sounds like a good idea. What kind of shows do you like to watch on TV?
309,I've been watching a lot of crime shows lately. I'm a big fan of crime dramas. What about you?
310,He just turned 5.  I'm so proud of him.  It's been a long time coming.
311,"I do, I like to play video games.  What about you?  What do you like to do?"
312,I can imagine.  I have a daughter and a son.  They are both in high school now.
313,That's great! I'm sure you are a great parent. Do you have any hobbies?
314,I like to hang out with my friends and play video games. What about you? Do you have any hobbies?
315,I like to play video games. What about you? What do you like to do in your free time?
316,"I've heard of it, but I've never played it. Do you play it a lot?"
317,"I drive a Honda Civic. It's a good car, but it's getting old."
318,I drive a Chevrolet Silverado.  I love it.  What do you like to do for fun?
319,I haven't read that one either. I will have to add it to my list.
320,"Oh, I see. Well, I wish you the best of luck in your future endeavors!"
321,I just feel like I'm too old to live on my own. I've been living with them my whole life.
322,I know what you mean. I lived with my parents for a long time until I got my own place.
323,I've been on quite a few.  What do you like to do in your spare time?
324,"I love roller coasters, but they're not for everyone. I can't stand heights."
325,"No, but I've always wanted to go. It's the largest desert in the world."
326,"No, I've never been to the Caribbean, but I've always wanted to go."
327,I like to play video games.  What about you?  What do you like to do?
328,I love baking as well.  It's one of my favorite things to do.
329,What is your favorite thing to bake? I like baking sweets and cakes.
330,I really enjoy baking cookies and brownies.  Do you have a favorite type of cake?
331,I love a good chocolate cake with vanilla cream cheese frosting. How about you?
332,I like chocolate cake as well.  I also like to make a chocolate chip cookie.
333,Chocolate chip cookies are my favorite. I like to bake them in the oven.
334,I would love to visit Japan as well. It is the most populous country in the world.
335,"I have always wanted to visit Tokyo, the capital of Japan. Have you ever been?"
336,"No, I've never been to Japan, but I'd love to go one day. It seems like such an interesting place."
337,It really is. It is the most populous metropolitan area in the world.
338,"Yes, it's been around for a very long time. It's the second-largest city in Japan after Tokyo."
339,"Oh, I'm sorry to hear that. I hope you can take more pictures in the future."
340,I hope so. It's been a long time since I've been able to see them.
341,I'm sorry to hear that. How long has it been since you've seen them?
342,I love blue as well. I have a toy poodle and she is smart.
343,"I agree, I think they would be a lot of fun to have as a pet."
344,I think so too. Cats are great for companionship and for their ability to hunt vermin.
345,"It really is, I love it. What do you like to do in your spare time?"
346,"I'm not sure, but I do know that the word ""ding"" was first recorded in the 10th century."
347,It really is. It reminds me of the good old days when I was a kid.
348,I know what you mean. It's so peaceful and soothing to listen to.
349,"I know, right? I wish I could go back to when I was a kid."
350,I like to spend time with my family. We have a lot of fun together. How about you?
351,I love spending time with family as well. I try to spend as much time with them as I can.
352,I'm so glad to hear that. I wish I could say the same about my family.
353,That's a good one. I remember playing that on the N64 when I was a kid.
354,That's cool. I'm a financial analyst. How long have you been doing that?
355,"I analyze investments. It's a lot of work, but I enjoy it."
356,I don't really have a favorite band. I just like listening to music in general. What about you?
357,"I don't listen to much music, but I do like to listen to music. My favorite band is Radiohead."
358,I've never heard of them. I'll have to check them out. What kind of music do they play?
359,They are a rock band. They were formed in 1985 in Los Angeles.
360,That's pretty cool. I like rock music. Do you have a favorite song by them?
361,"I like all of their songs, but my favorite of theirs is ""Love Story"""
362,I haven't heard that one. I'll have to check it out. What other bands do you like?
363,"I like a lot of different bands, but I think my favorite is Pink Floyd."
364,I'm an atheist as well.  I just don't believe in the supernatural.
365,I don't either. I think it's a mythological creature that exists outside of our universe.
366,I know what you mean. It's hard to believe in something that isn't real.
367,I hope so. She's my best friend and I don't know what I'd do without her.
368,That's too bad. I hope you can find someone to be close to someday.
369,I don't really like the NBA either.  I'm more of a football fan.
370,"I like football too, but not as much as basketball.  Do you have a favorite team?"
371,My favorite team is the Cleveland Cavaliers. Do you like any sports?
372,That's amazing!  He must have worked very hard to get where he is today.
373,He sure did. He's one of the most influential people in the history of music.
374,That's awesome! I know it's the largest in the Southeastern region of the United States.
375,"I work at a grocery store as a cashier.  It's not the most exciting job in the world, but it pays the bills."
376,That sounds like a good job to have. I bet you get to meet a lot of interesting people.
377,I'm studying to be a nurse.  I love helping people.  What do you do?
378,"I've never heard of those. What are they like? I'm a writer, so I'm always looking for new things to write about."
379,"They are very relaxing. It's a type of physical, mental, and spiritual practice that originated in ancient India."
380,I do. I like to play video games. What about you? What kind of hobbies do you have?
381,I like playing video games as well. I also like to go to the beach. What do you like to do in your spare time?
382,"I'm a florist, so I spend a lot of time in the garden."
383,"I love gardening, it is so relaxing. What kind of flowers do you grow?"
384,"I don't sell them, I just grow them for my own enjoyment. Do you have any hobbies?"
385,"Yes, I love to garden. I grow a lot of herbs and vegetables."
386,"I know, I was so freaked out. I don't know what I would do if that happened to me."
387,"Yes, it was a raccoon. I thought it was going to be a bear."
388,I would be too! Did you ever find out what it was or did it just run away?
389,"No, I never did find it. I was too scared to go back to the house."
390,His name is Roscoe. He was a rescue from a shelter. Do you have any pets?
391,I'm happy for you. It's always good to be proud of what you've achieved.
392,I like to play video games with my friends. I also like to read. What about you?
393,I love to read as well. I love fantasy and sci fi. What kind of books do you like?
394,I'm a big fan of science fiction. Do you have any favorite authors?
395,I like salsa dancing. It's a type of hip hop dance that originated in New York City in the 1970s.
396,"I've never heard of that, I'll have to look it up. Do you like hip hop music?"
397,"Yes, hip hop is one of the most popular genres of music in the United States."
398,"I've heard of it, but I've never really listened to it. What kind of music is it?"
399,"Huh, I didn't know that. I guess I should give it a listen. Do you like hip hop?"
400,"I don't have any yet, but I hope to someday. Do you have any?"
401,"Yes, I have two grandsons and one granddaughter. They're great kids."
402,I am very proud. I'm sure you'll be able to have some someday.
403,It took her a couple of weeks to get use to the water. She loved it though.
404,That's good to hear. I'm glad she liked it so much. Did you have to teach her how to swim?
405,"It took her about a month, but she was able to do it in less than a week."
406,"I know, right? I was so proud of her. She's going to be a doctor one day."
407,It should be fun. I am looking forward to it. What do you like to do in your spare time?
408,I like to go fishing and camping. I also like to hike. What about you?
409,It really is. I hope you get to go one day. What else do you like to do?
410,I like to go fishing. It's relaxing. What do you do for fun?
411,"I love Drake! He's one of my favorite rappers. He was born and raised in Toronto, Canada."
412,"I like some of his songs, but not all of them. What's your favorite song by him?"
413,"I think my favorite song of his is ""Thank Me Later"". What's yours?"
414,"That's a good one. I really like ""I'm Upset"" from his debut album."
415,"I've never heard of that one, but I'll have to check it out. I like a lot of his music."
416,It It's a great song. It was released in 2010. It's really good.
417,"Yeah, it's a good one. He was born in 1985, so he's been around a while."
418,"I like all kinds of music, what kind of baking do you do? Do you have a specialty?"
419,I bake professionally. It is a lot of fun. Do you like to bake?
420,"I do enjoy baking, but I'm not very good at it. What kind of cakes do you make?"
421,I like to make cupcakes and cookies. I also like to decorate cakes.
422,"I don't work right now, but I used to be a journalist for a local newspaper."
423,That's cool. I'm currently studying biology at the University of Pennsylvania.
424,That sounds interesting. What are you going to do when you graduate? Do you have a job lined up?
425,That's good. I'm hoping to get a job in the medical field. I want to be a doctor.
426,"I know, right? It's not like they have any other priorities in their lives."
427,Some people just don't have any respect for others. It makes me so mad. I'm sorry you have to deal with that.
428,Exactly. I wish people would just be more considerate of other people's feelings. It would make the world a better place.
429,"I work at a grocery store as a cashier. It's not the most exciting job in the world, but it pays the bills."
430,That's a good job to have. I bet you get to meet a lot of interesting people.
431,"I do, and it's a great way to meet new people and make some extra money."
432,I think you should. It's always fun to go back and relive the good old days.
433,It's been a while since I've played it. I think it's time for me to get back into it.
434,That's nice. I wish I had a sibling to grow up with me.
435,It really is. I love being out in the wilderness. What do you like to do in your spare time?
436,I like to hike in the mountains and camp in the woods. What about you?
437,"I love the outdoors as well. I like hiking, camping, and backpacking."
438,That's great! I love hiking and camping too. What's your favorite place to go?
439,"I haven't, but I've always wanted to go. It's on my bucket list."
440,I know what you mean. I haven't been able to get off work in a while either.
441,I'm sorry to hear that. Do you have any plans for the rest of the day?
442,"Yes, I am going to the beach. I am looking forward to it. How about you?"
443,That must have been terrifying. Did you get out of there as fast as you could?
444,"No, I was too scared to get out. I had to call my mom to come pick me up."
445,I would have been scared too. I'm glad you were able to get home safely.
446,"Thank you, I am glad I did too. It was a very scary time in my life."
447,I'm so glad you made it home safe. I know how scary it can be to be out in the dark.
448,That's good to hear. I'm glad you were able to make it back safely.
449,Video games are fun. What is your favorite genre of video games to play?
450,"I don't have a specific favorite, but I do like to play RPGs."
451,I love RPG's as well. I also like role-playing games like Dungeons and Dragons.
452,"That's good. I live in an urban area, so I know what you mean."
453,I like the fact that I don't have to worry about finding a job or going to school.
454,"I work in a call center. It's not the most exciting job in the world, but it pays the bills."
455,That's awesome! What do you plan to do with your BA? I'm thinking about going back to school myself.
456,I plan to get a job as a business analyst. What are you thinking of going back for?
457,He will be 2 in a few months. I am so excited to see him grow up.
458,That's so exciting!  I bet he's going to be a great kid.  What kind of music do you play?
459,"I play a little bit of everything, but my favorite is jazz. What about you?"
460,"I don't play any instruments, but I love listening to music.  Do you play an instrument?"
461,"I used to play piano when I was younger, but haven't picked it up in a while."
462,I do not play any musical instruments.  I wish I knew how to play.
463,I bet it does. Do you have any hobbies that you enjoy doing in your free time?
464,Oh no! I hope you didn't have to clean it up. I would have been so grossed out.
465,That's understandable. I'm glad you were able to get it cleaned up though.
466,Oh no! I hope you were able to get it out of the way before anyone else noticed.
467,I love mexican food as well. I love tacos and enchiladas.
468,"Tacos are my favorite! I love how they can be made with a variety of fillings like beef, pork, chicken, seafood, and vegetables."
469,"I love tacos with avocados, tomatoes, cilantro, onions, and lettuce."
470,"I do too! I love how they can be made with a variety of fillings like beef, pork, chicken, seafood, and vegetables."
471,"That's a good way to go about it. I like to put salsa, avocado, guacamole, and sour cream on mine."
472,"No, I haven't. I've heard good things about it though. Is it a comedy?"
473,I will have to look into it. Thanks for the recommendation. I love comedies.
474,"I haven't seen it either, but from what I've heard, it's pretty good."
475,"I know, it's crazy how long it has been around. It's been around for so long."
476,I didn't know that. I know that whiskey can be made in a variety of ways.
477,I like first person shooters and racing games. Do you have a favorite genre?
